Pavarde             Vardas              Galutinis
Pavarde1620         Vardas1620          8.16
Pavarde1622         Vardas1622          7.52
Pavarde1626         Vardas1626          6.84
Pavarde1627         Vardas1627          8.40
Pavarde1629         Vardas1629          6.04
Pavarde1633         Vardas1633          5.44
Pavarde1634         Vardas1634          5.76
Pavarde1639         Vardas1639          6.84
Pavarde1641         Vardas1641          6.96
Pavarde1642         Vardas1642          7.84
Pavarde1646         Vardas1646          5.64
Pavarde1648         Vardas1648          5.28
Pavarde1650         Vardas1650          5.56
Pavarde1652         Vardas1652          8.32
Pavarde1653         Vardas1653          6.48
Pavarde1654         Vardas1654          5.96
Pavarde1656         Vardas1656          7.96
Pavarde1657         Vardas1657          5.80
Pavarde1658         Vardas1658          8.64
Pavarde1661         Vardas1661          7.20
Pavarde1662         Vardas1662          6.72
Pavarde1664         Vardas1664          7.44
Pavarde1665         Vardas1665          7.00
Pavarde1668         Vardas1668          8.16
Pavarde1670         Vardas1670          7.40
Pavarde1671         Vardas1671          6.92
Pavarde1672         Vardas1672          7.56
Pavarde1673         Vardas1673          8.48
Pavarde1674         Vardas1674          5.44
Pavarde1677         Vardas1677          5.80
Pavarde1678         Vardas1678          5.64
Pavarde1680         Vardas1680          6.36
Pavarde1681         Vardas1681          6.12
Pavarde1682         Vardas1682          5.68
Pavarde1683         Vardas1683          5.28
Pavarde1685         Vardas1685          7.84
Pavarde1688         Vardas1688          5.64
Pavarde1689         Vardas1689          7.56
Pavarde1690         Vardas1690          7.12
Pavarde1693         Vardas1693          6.36
Pavarde1695         Vardas1695          5.64
Pavarde1696         Vardas1696          8.08
Pavarde1698         Vardas1698          8.56
Pavarde1700         Vardas1700          5.36
Pavarde1702         Vardas1702          7.48
Pavarde1704         Vardas1704          6.96
Pavarde1705         Vardas1705          7.72
Pavarde1706         Vardas1706          5.48
Pavarde1707         Vardas1707          7.80
Pavarde1710         Vardas1710          6.44
Pavarde1711         Vardas1711          6.16
Pavarde1712         Vardas1712          5.04
Pavarde1713         Vardas1713          5.28
Pavarde1715         Vardas1715          8.20
Pavarde1716         Vardas1716          5.32
Pavarde1718         Vardas1718          5.84
Pavarde1723         Vardas1723          6.48
Pavarde1726         Vardas1726          7.08
Pavarde1733         Vardas1733          6.36
Pavarde1735         Vardas1735          7.00
Pavarde1736         Vardas1736          5.48
Pavarde1738         Vardas1738          6.36
Pavarde1739         Vardas1739          6.32
Pavarde1740         Vardas1740          7.72
Pavarde1742         Vardas1742          6.08
Pavarde1743         Vardas1743          7.04
Pavarde1746         Vardas1746          7.88
Pavarde1747         Vardas1747          5.36
Pavarde1749         Vardas1749          6.96
Pavarde1750         Vardas1750          6.32
Pavarde1751         Vardas1751          8.16
Pavarde1752         Vardas1752          6.52
Pavarde1753         Vardas1753          7.08
Pavarde1755         Vardas1755          5.72
Pavarde1759         Vardas1759          8.24
Pavarde1762         Vardas1762          5.84
Pavarde1768         Vardas1768          5.44
Pavarde1769         Vardas1769          6.56
Pavarde1770         Vardas1770          7.96
Pavarde1771         Vardas1771          5.68
Pavarde1773         Vardas1773          6.80
Pavarde1775         Vardas1775          5.36
Pavarde1777         Vardas1777          8.72
Pavarde1778         Vardas1778          5.12
Pavarde1779         Vardas1779          5.52
Pavarde1780         Vardas1780          7.40
Pavarde1782         Vardas1782          6.16
Pavarde1786         Vardas1786          6.08
Pavarde1790         Vardas1790          6.76
Pavarde1791         Vardas1791          5.64
Pavarde1798         Vardas1798          5.12
Pavarde1802         Vardas1802          6.48
Pavarde1803         Vardas1803          7.12
Pavarde1806         Vardas1806          5.44
Pavarde1808         Vardas1808          8.12
Pavarde1811         Vardas1811          8.20
Pavarde1813         Vardas1813          7.56
Pavarde1816         Vardas1816          6.56
Pavarde1818         Vardas1818          5.12
Pavarde1819         Vardas1819          5.40
Pavarde1820         Vardas1820          5.88
Pavarde1821         Vardas1821          6.44
Pavarde1822         Vardas1822          5.60
Pavarde1823         Vardas1823          6.32
Pavarde1824         Vardas1824          8.48
Pavarde1825         Vardas1825          5.48
Pavarde1827         Vardas1827          5.44
Pavarde1829         Vardas1829          5.56
Pavarde1830         Vardas1830          7.40
Pavarde1833         Vardas1833          7.16
Pavarde1836         Vardas1836          5.16
Pavarde1838         Vardas1838          6.88
Pavarde1839         Vardas1839          7.92
Pavarde1842         Vardas1842          6.68
Pavarde1844         Vardas1844          6.04
Pavarde1850         Vardas1850          8.32
Pavarde1854         Vardas1854          6.68
Pavarde1857         Vardas1857          7.16
Pavarde1863         Vardas1863          5.84
Pavarde1865         Vardas1865          7.72
Pavarde1869         Vardas1869          6.04
Pavarde1873         Vardas1873          7.68
Pavarde1874         Vardas1874          7.04
Pavarde1876         Vardas1876          5.68
Pavarde1877         Vardas1877          7.56
Pavarde1879         Vardas1879          6.52
Pavarde1880         Vardas1880          5.40
Pavarde1883         Vardas1883          5.52
Pavarde1885         Vardas1885          7.44
Pavarde1888         Vardas1888          8.40
Pavarde1889         Vardas1889          7.88
Pavarde1890         Vardas1890          6.72
Pavarde1891         Vardas1891          8.56
Pavarde1892         Vardas1892          5.72
Pavarde1894         Vardas1894          6.76
Pavarde1895         Vardas1895          7.96
Pavarde1898         Vardas1898          6.72
Pavarde1899         Vardas1899          7.32
Pavarde1901         Vardas1901          5.28
Pavarde1902         Vardas1902          7.12
Pavarde1903         Vardas1903          6.88
Pavarde1908         Vardas1908          7.76
Pavarde1912         Vardas1912          7.60
Pavarde1914         Vardas1914          6.56
Pavarde1916         Vardas1916          5.76
Pavarde1918         Vardas1918          5.52
Pavarde1920         Vardas1920          6.92
Pavarde1921         Vardas1921          5.48
Pavarde1923         Vardas1923          6.96
Pavarde1926         Vardas1926          5.56
Pavarde1928         Vardas1928          7.76
Pavarde1929         Vardas1929          5.76
Pavarde1930         Vardas1930          5.24
Pavarde1932         Vardas1932          6.28
Pavarde1933         Vardas1933          7.68
Pavarde1935         Vardas1935          8.72
Pavarde1942         Vardas1942          6.84
Pavarde1943         Vardas1943          6.92
Pavarde1944         Vardas1944          6.96
Pavarde1945         Vardas1945          9.12
Pavarde1948         Vardas1948          6.84
Pavarde1950         Vardas1950          7.20
Pavarde1951         Vardas1951          8.32
Pavarde1956         Vardas1956          5.72
Pavarde1957         Vardas1957          8.40
Pavarde1958         Vardas1958          6.80
Pavarde1961         Vardas1961          6.12
Pavarde1962         Vardas1962          7.40
Pavarde1963         Vardas1963          6.60
Pavarde1965         Vardas1965          5.04
Pavarde1966         Vardas1966          7.36
Pavarde1967         Vardas1967          7.92
Pavarde1968         Vardas1968          8.12
Pavarde1971         Vardas1971          5.24
Pavarde1972         Vardas1972          7.08
Pavarde1973         Vardas1973          7.68
Pavarde1977         Vardas1977          5.80
Pavarde1980         Vardas1980          5.08
Pavarde1982         Vardas1982          6.88
Pavarde1984         Vardas1984          5.88
Pavarde1985         Vardas1985          7.00
Pavarde1988         Vardas1988          6.80
Pavarde1989         Vardas1989          6.28
Pavarde1994         Vardas1994          7.56
Pavarde1999         Vardas1999          7.00
Pavarde2001         Vardas2001          8.20
Pavarde2006         Vardas2006          6.64
Pavarde2008         Vardas2008          6.00
Pavarde2009         Vardas2009          7.64
Pavarde2011         Vardas2011          8.24
Pavarde2015         Vardas2015          7.52
