Pavarde             Vardas              Galutinis
Pavarde1528         Vardas1528          2.32
Pavarde1530         Vardas1530          4.92
Pavarde1532         Vardas1532          4.72
Pavarde1537         Vardas1537          4.12
Pavarde1539         Vardas1539          1.96
Pavarde1542         Vardas1542          1.88
Pavarde1544         Vardas1544          4.40
Pavarde1545         Vardas1545          3.00
Pavarde1546         Vardas1546          4.32
Pavarde1547         Vardas1547          1.36
Pavarde1548         Vardas1548          4.88
Pavarde1549         Vardas1549          4.12
Pavarde1558         Vardas1558          3.52
Pavarde1561         Vardas1561          2.80
Pavarde1562         Vardas1562          5.00
Pavarde1563         Vardas1563          2.16
Pavarde1564         Vardas1564          4.20
Pavarde1565         Vardas1565          4.04
Pavarde1566         Vardas1566          2.88
Pavarde1568         Vardas1568          3.32
Pavarde1571         Vardas1571          4.12
Pavarde1573         Vardas1573          3.64
Pavarde1574         Vardas1574          1.96
Pavarde1578         Vardas1578          4.48
Pavarde1581         Vardas1581          2.72
Pavarde1582         Vardas1582          2.20
Pavarde1584         Vardas1584          2.56
Pavarde1586         Vardas1586          1.52
Pavarde1588         Vardas1588          4.16
Pavarde1592         Vardas1592          4.44
Pavarde1593         Vardas1593          3.52
Pavarde1595         Vardas1595          1.92
Pavarde1599         Vardas1599          2.16
Pavarde1600         Vardas1600          2.48
Pavarde1601         Vardas1601          4.04
Pavarde1602         Vardas1602          4.12
Pavarde1603         Vardas1603          1.68
Pavarde1604         Vardas1604          1.96
Pavarde1607         Vardas1607          3.44
Pavarde1609         Vardas1609          3.88
Pavarde1611         Vardas1611          1.84
Pavarde1612         Vardas1612          3.00
Pavarde1615         Vardas1615          2.00
Pavarde1616         Vardas1616          4.16
Pavarde1617         Vardas1617          4.48
Pavarde1618         Vardas1618          4.12
Pavarde1621         Vardas1621          3.32
Pavarde1623         Vardas1623          1.40
Pavarde1624         Vardas1624          4.24
Pavarde1625         Vardas1625          3.24
Pavarde1628         Vardas1628          4.68
Pavarde1630         Vardas1630          3.76
Pavarde1631         Vardas1631          1.68
Pavarde1632         Vardas1632          2.40
Pavarde1635         Vardas1635          4.04
Pavarde1636         Vardas1636          4.12
Pavarde1637         Vardas1637          2.92
Pavarde1638         Vardas1638          4.16
Pavarde1640         Vardas1640          3.76
Pavarde1643         Vardas1643          2.08
Pavarde1644         Vardas1644          4.20
Pavarde1645         Vardas1645          4.76
Pavarde1647         Vardas1647          4.20
Pavarde1649         Vardas1649          2.88
Pavarde1651         Vardas1651          4.36
Pavarde1655         Vardas1655          2.52
Pavarde1659         Vardas1659          1.44
Pavarde1660         Vardas1660          2.32
Pavarde1663         Vardas1663          3.68
Pavarde1666         Vardas1666          4.60
Pavarde1667         Vardas1667          1.72
Pavarde1669         Vardas1669          3.68
Pavarde1675         Vardas1675          4.84
Pavarde1676         Vardas1676          4.60
Pavarde1679         Vardas1679          3.56
Pavarde1684         Vardas1684          3.68
Pavarde1686         Vardas1686          4.32
Pavarde1687         Vardas1687          3.92
Pavarde1691         Vardas1691          2.08
Pavarde1692         Vardas1692          4.96
Pavarde1694         Vardas1694          4.32
Pavarde1697         Vardas1697          0.96
Pavarde1699         Vardas1699          2.52
Pavarde1701         Vardas1701          2.96
Pavarde1703         Vardas1703          4.28
Pavarde1708         Vardas1708          2.28
Pavarde1709         Vardas1709          4.12
Pavarde1714         Vardas1714          3.88
Pavarde1717         Vardas1717          2.20
Pavarde1719         Vardas1719          4.08
Pavarde1720         Vardas1720          1.20
Pavarde1721         Vardas1721          4.20
Pavarde1722         Vardas1722          2.00
Pavarde1724         Vardas1724          4.24
Pavarde1725         Vardas1725          3.00
Pavarde1727         Vardas1727          4.16
Pavarde1728         Vardas1728          4.08
Pavarde1729         Vardas1729          3.60
Pavarde1730         Vardas1730          3.28
Pavarde1731         Vardas1731          3.32
Pavarde1732         Vardas1732          1.84
Pavarde1734         Vardas1734          3.88
Pavarde1737         Vardas1737          3.72
Pavarde1741         Vardas1741          3.16
Pavarde1744         Vardas1744          4.96
Pavarde1745         Vardas1745          2.84
Pavarde1748         Vardas1748          4.80
Pavarde1754         Vardas1754          3.20
Pavarde1756         Vardas1756          2.08
Pavarde1757         Vardas1757          3.72
Pavarde1758         Vardas1758          4.48
Pavarde1760         Vardas1760          4.04
Pavarde1761         Vardas1761          3.00
Pavarde1763         Vardas1763          2.76
Pavarde1764         Vardas1764          4.20
Pavarde1765         Vardas1765          4.32
Pavarde1766         Vardas1766          3.56
Pavarde1767         Vardas1767          1.56
Pavarde1772         Vardas1772          3.76
Pavarde1774         Vardas1774          4.84
Pavarde1776         Vardas1776          4.60
Pavarde1781         Vardas1781          3.84
Pavarde1783         Vardas1783          2.52
Pavarde1784         Vardas1784          3.68
Pavarde1785         Vardas1785          3.32
Pavarde1787         Vardas1787          3.52
Pavarde1788         Vardas1788          2.96
Pavarde1789         Vardas1789          3.76
Pavarde1792         Vardas1792          2.48
Pavarde1793         Vardas1793          3.36
Pavarde1794         Vardas1794          3.56
Pavarde1795         Vardas1795          2.96
Pavarde1796         Vardas1796          3.80
Pavarde1797         Vardas1797          1.20
Pavarde1799         Vardas1799          3.96
Pavarde1800         Vardas1800          2.24
Pavarde1801         Vardas1801          2.44
Pavarde1804         Vardas1804          3.88
Pavarde1805         Vardas1805          2.16
Pavarde1807         Vardas1807          4.12
Pavarde1809         Vardas1809          4.96
Pavarde1810         Vardas1810          1.20
Pavarde1812         Vardas1812          4.16
Pavarde1814         Vardas1814          3.44
Pavarde1815         Vardas1815          2.48
Pavarde1817         Vardas1817          4.40
Pavarde1826         Vardas1826          3.16
Pavarde1828         Vardas1828          3.28
Pavarde1831         Vardas1831          4.00
Pavarde1832         Vardas1832          3.88
Pavarde1834         Vardas1834          3.96
Pavarde1835         Vardas1835          2.36
Pavarde1837         Vardas1837          1.20
Pavarde1840         Vardas1840          4.08
Pavarde1841         Vardas1841          3.76
Pavarde1843         Vardas1843          4.76
Pavarde1845         Vardas1845          2.40
Pavarde1846         Vardas1846          3.56
Pavarde1847         Vardas1847          1.96
Pavarde1848         Vardas1848          2.76
Pavarde1849         Vardas1849          4.76
Pavarde1851         Vardas1851          4.36
Pavarde1852         Vardas1852          3.56
Pavarde1853         Vardas1853          4.04
Pavarde1855         Vardas1855          3.88
Pavarde1856         Vardas1856          1.64
Pavarde1858         Vardas1858          2.44
Pavarde1859         Vardas1859          3.96
Pavarde1860         Vardas1860          3.20
Pavarde1861         Vardas1861          4.12
Pavarde1862         Vardas1862          2.40
Pavarde1864         Vardas1864          3.96
Pavarde1866         Vardas1866          3.20
Pavarde1867         Vardas1867          3.56
Pavarde1868         Vardas1868          4.72
Pavarde1870         Vardas1870          2.68
Pavarde1871         Vardas1871          1.28
Pavarde1872         Vardas1872          2.92
Pavarde1875         Vardas1875          4.56
Pavarde1878         Vardas1878          3.24
Pavarde1881         Vardas1881          2.92
Pavarde1882         Vardas1882          3.88
Pavarde1884         Vardas1884          2.88
Pavarde1886         Vardas1886          3.08
Pavarde1887         Vardas1887          3.68
Pavarde1893         Vardas1893          2.56
Pavarde1896         Vardas1896          4.24
Pavarde1897         Vardas1897          3.08
