Vardas              Pavarde             ND1 ND2 ND3 ND4 ND5 Egz.
Vardas558           Pavarde558          4 3 7 7 7 8
Vardas559           Pavarde559          2 2 9 1 7 9
Vardas560           Pavarde560          10 9 9 9 3 2
Vardas561           Pavarde561          1 9 9 6 10 4
Vardas562           Pavarde562          6 5 6 4 3 4
Vardas563           Pavarde563          10 1 0 2 0 2
Vardas564           Pavarde564          3 1 6 3 5 10
Vardas565           Pavarde565          2 5 6 10 1 1
Vardas566           Pavarde566          7 5 9 4 4 3
Vardas567           Pavarde567          8 10 10 7 1 7
Vardas568           Pavarde568          7 1 3 5 1 9
Vardas569           Pavarde569          3 10 0 6 4 9
Vardas570           Pavarde570          8 2 10 8 6 0
Vardas571           Pavarde571          6 9 9 9 5 4
Vardas572           Pavarde572          3 4 7 5 0 6
Vardas573           Pavarde573          7 0 1 4 9 8
Vardas574           Pavarde574          4 5 3 5 6 1
Vardas575           Pavarde575          3 6 6 7 9 1
Vardas576           Pavarde576          6 10 3 2 2 9
Vardas577           Pavarde577          0 9 10 4 10 0
Vardas578           Pavarde578          3 0 5 3 9 5
Vardas579           Pavarde579          3 3 7 5 9 7
Vardas580           Pavarde580          1 1 9 4 10 2
Vardas581           Pavarde581          1 8 5 1 8 6
Vardas582           Pavarde582          9 2 6 0 5 4
Vardas583           Pavarde583          2 6 8 8 8 5
Vardas584           Pavarde584          5 4 4 1 1 4
Vardas585           Pavarde585          5 7 3 1 5 9
Vardas586           Pavarde586          4 8 3 1 9 0
Vardas587           Pavarde587          0 2 5 7 8 6
Vardas588           Pavarde588          6 2 2 4 9 3
Vardas589           Pavarde589          10 5 3 10 4 6
Vardas590           Pavarde590          10 0 2 5 4 8
Vardas591           Pavarde591          9 1 10 10 5 6
Vardas592           Pavarde592          6 9 4 4 5 0
Vardas593           Pavarde593          7 2 7 0 5 3
Vardas594           Pavarde594          7 4 7 3 5 7
Vardas595           Pavarde595          9 5 2 8 6 9
Vardas596           Pavarde596          3 6 5 3 1 10
Vardas597           Pavarde597          9 7 10 8 10 3
Vardas598           Pavarde598          7 10 5 10 3 1
Vardas599           Pavarde599          3 10 8 10 10 2
Vardas600           Pavarde600          10 3 9 5 8 0
Vardas601           Pavarde601          5 0 6 2 0 10
Vardas602           Pavarde602          9 1 10 1 5 6
Vardas603           Pavarde603          1 9 4 6 4 6
Vardas604           Pavarde604          9 3 7 2 4 4
Vardas605           Pavarde605          1 0 7 7 2 10
Vardas606           Pavarde606          1 3 3 3 10 4
Vardas607           Pavarde607          6 1 3 9 3 1
Vardas608           Pavarde608          7 1 2 4 3 8
Vardas609           Pavarde609          10 8 4 3 1 2
Vardas610           Pavarde610          5 5 8 5 6 3
Vardas611           Pavarde611          7 9 3 0 0 3
Vardas612           Pavarde612          1 6 2 3 5 0
Vardas613           Pavarde613          9 2 4 8 1 4
Vardas614           Pavarde614          4 2 5 4 8 2
Vardas615           Pavarde615          6 6 4 10 8 0
Vardas616           Pavarde616          7 5 1 10 0 1
Vardas617           Pavarde617          10 8 4 4 10 2
Vardas618           Pavarde618          5 0 6 4 9 2
Vardas619           Pavarde619          3 6 2 8 7 8
Vardas620           Pavarde620          2 7 0 2 10 5
Vardas621           Pavarde621          8 0 4 1 9 8
Vardas622           Pavarde622          0 1 5 6 8 5
Vardas623           Pavarde623          4 8 3 1 2 8
Vardas624           Pavarde624          9 3 6 2 3 5
Vardas625           Pavarde625          0 6 4 0 5 8
Vardas626           Pavarde626          8 7 10 3 4 5
Vardas627           Pavarde627          8 1 8 7 3 8
Vardas628           Pavarde628          3 10 0 0 7 0
Vardas629           Pavarde629          7 1 1 4 8 9
Vardas630           Pavarde630          2 10 5 7 10 7
Vardas631           Pavarde631          9 10 7 2 7 8
Vardas632           Pavarde632          7 9 5 3 5 8
Vardas633           Pavarde633          10 2 7 6 2 7
Vardas634           Pavarde634          0 8 8 9 2 6
Vardas635           Pavarde635          9 0 9 10 10 0
Vardas636           Pavarde636          4 4 3 5 8 5
Vardas637           Pavarde637          9 6 6 5 0 10
Vardas638           Pavarde638          6 9 7 5 9 4
Vardas639           Pavarde639          8 0 9 8 0 4
Vardas640           Pavarde640          6 6 3 0 9 8
Vardas641           Pavarde641          6 5 4 0 2 9
Vardas642           Pavarde642          1 6 8 3 8 9
Vardas643           Pavarde643          6 10 9 1 5 6
Vardas644           Pavarde644          8 4 1 6 8 1
Vardas645           Pavarde645          10 9 8 2 1 6
Vardas646           Pavarde646          5 10 7 8 1 2
Vardas647           Pavarde647          1 10 7 4 4 8
Vardas648           Pavarde648          1 7 0 2 6 10
Vardas649           Pavarde649          6 9 0 3 5 5
Vardas650           Pavarde650          1 10 0 7 8 7
Vardas651           Pavarde651          1 5 2 10 9 7
Vardas652           Pavarde652          5 10 10 0 5 1
Vardas653           Pavarde653          9 2 6 10 3 0
Vardas654           Pavarde654          10 5 3 5 8 5
Vardas655           Pavarde655          0 9 10 4 2 10
Vardas656           Pavarde656          6 3 3 3 10 2
Vardas657           Pavarde657          9 2 9 7 4 3
Vardas658           Pavarde658          6 7 9 0 5 2
Vardas659           Pavarde659          9 9 6 6 4 8
Vardas660           Pavarde660          3 7 4 1 10 8
Vardas661           Pavarde661          3 1 7 2 6 5
Vardas662           Pavarde662          0 2 1 2 1 5
Vardas663           Pavarde663          7 4 2 8 10 0
Vardas664           Pavarde664          9 9 8 8 8 9
Vardas665           Pavarde665          3 6 6 8 7 5
Vardas666           Pavarde666          10 0 7 1 10 5
Vardas667           Pavarde667          0 2 3 8 4 8
Vardas668           Pavarde668          10 5 3 1 10 3
Vardas669           Pavarde669          1 0 8 7 8 1
Vardas670           Pavarde670          10 4 5 9 2 10
Vardas671           Pavarde671          0 5 7 8 5 4
Vardas672           Pavarde672          7 1 1 10 10 8
Vardas673           Pavarde673          6 3 4 0 4 9
Vardas674           Pavarde674          7 2 4 1 7 8
Vardas675           Pavarde675          1 10 7 9 10 10
Vardas676           Pavarde676          7 6 7 10 6 1
Vardas677           Pavarde677          5 3 9 0 5 1
Vardas678           Pavarde678          0 5 3 5 3 2
Vardas679           Pavarde679          2 5 3 6 7 1
Vardas680           Pavarde680          2 5 4 8 8 0
Vardas681           Pavarde681          0 1 7 3 2 5
Vardas682           Pavarde682          6 4 9 7 9 4
Vardas683           Pavarde683          8 10 0 4 3 6
Vardas684           Pavarde684          9 10 9 9 4 7
Vardas685           Pavarde685          6 6 2 9 1 9
Vardas686           Pavarde686          1 0 10 3 5 10
Vardas687           Pavarde687          8 7 7 6 2 3
Vardas688           Pavarde688          0 4 9 5 4 9
Vardas689           Pavarde689          4 1 6 4 6 1
Vardas690           Pavarde690          10 2 7 3 9 7
Vardas691           Pavarde691          5 5 2 10 4 8
Vardas692           Pavarde692          9 4 2 2 1 0
Vardas693           Pavarde693          6 6 6 0 0 1
Vardas694           Pavarde694          8 6 5 7 5 8
Vardas695           Pavarde695          2 10 5 8 9 6
Vardas696           Pavarde696          1 6 4 2 1 8
Vardas697           Pavarde697          6 4 9 0 5 1
Vardas698           Pavarde698          8 5 6 10 10 0
Vardas699           Pavarde699          2 7 10 5 5 4
Vardas700           Pavarde700          0 7 1 7 5 5
Vardas701           Pavarde701          3 3 8 7 4 7
Vardas702           Pavarde702          4 7 4 7 7 1
Vardas703           Pavarde703          8 8 3 3 10 8
Vardas704           Pavarde704          6 1 5 1 1 7
Vardas705           Pavarde705          4 4 0 3 9 9
Vardas706           Pavarde706          8 4 2 0 4 8
Vardas707           Pavarde707          1 0 5 9 6 3
Vardas708           Pavarde708          1 8 1 4 3 6
Vardas709           Pavarde709          8 10 10 0 0 7
Vardas710           Pavarde710          0 10 8 8 10 5
Vardas711           Pavarde711          9 9 8 3 1 0
Vardas712           Pavarde712          8 9 6 3 3 9
Vardas713           Pavarde713          7 4 9 10 0 3
Vardas714           Pavarde714          3 2 8 10 9 6
Vardas715           Pavarde715          1 2 2 1 10 1
Vardas716           Pavarde716          2 6 0 9 9 4
Vardas717           Pavarde717          1 7 6 7 5 4
Vardas718           Pavarde718          10 7 6 4 10 0
Vardas719           Pavarde719          7 6 9 5 8 10
Vardas720           Pavarde720          5 1 6 5 7 1
Vardas721           Pavarde721          10 4 7 10 0 4
Vardas722           Pavarde722          5 2 6 2 5 2
Vardas723           Pavarde723          4 4 8 5 1 9
Vardas724           Pavarde724          3 6 2 0 8 4
Vardas725           Pavarde725          8 9 2 5 1 6
Vardas726           Pavarde726          6 8 3 5 0 7
Vardas727           Pavarde727          7 5 2 2 6 0
Vardas728           Pavarde728          1 9 7 8 1 8
Vardas729           Pavarde729          0 5 6 0 5 3
Vardas730           Pavarde730          0 9 5 7 10 5
Vardas731           Pavarde731          7 10 0 4 0 1
Vardas732           Pavarde732          3 10 3 2 7 3
Vardas733           Pavarde733          7 9 1 10 8 0
Vardas734           Pavarde734          10 4 8 4 8 5
Vardas735           Pavarde735          6 2 5 5 5 9
Vardas736           Pavarde736          0 9 4 3 7 8
Vardas737           Pavarde737          8 6 3 9 8 9
Vardas738           Pavarde738          10 10 0 9 3 8
Vardas739           Pavarde739          6 0 0 3 4 10
Vardas740           Pavarde740          8 5 10 0 3 0
Vardas741           Pavarde741          8 4 9 1 5 10
Vardas742           Pavarde742          0 5 10 1 3 10
Vardas743           Pavarde743          0 5 5 0 0 10
Vardas744           Pavarde744          10 1 4 1 10 2
Vardas745           Pavarde745          10 10 5 0 1 8
Vardas746           Pavarde746          7 3 7 10 8 8
Vardas747           Pavarde747          10 5 5 1 3 0
Vardas748           Pavarde748          3 7 10 1 6 6
Vardas749           Pavarde749          6 9 5 8 4 1
Vardas750           Pavarde750          6 8 4 2 7 0
Vardas751           Pavarde751          1 3 5 5 10 2
Vardas752           Pavarde752          2 9 10 9 8 7
Vardas753           Pavarde753          5 7 1 0 3 7
Vardas754           Pavarde754          1 4 4 10 2 10
Vardas755           Pavarde755          10 3 6 8 3 2
Vardas756           Pavarde756          6 7 10 10 9 5
Vardas757           Pavarde757          9 6 5 0 1 3
Vardas758           Pavarde758          2 0 2 6 5 5
Vardas759           Pavarde759          4 10 2 7 5 5
Vardas760           Pavarde760          7 7 4 1 3 10
Vardas761           Pavarde761          6 3 1 1 4 2
Vardas762           Pavarde762          9 4 8 5 8 5
Vardas763           Pavarde763          3 2 9 4 10 5
Vardas764           Pavarde764          2 3 3 6 0 10
Vardas765           Pavarde765          3 3 10 7 3 0
Vardas766           Pavarde766          6 5 0 8 0 4
Vardas767           Pavarde767          9 9 2 7 4 0
Vardas768           Pavarde768          7 4 6 6 1 10
Vardas769           Pavarde769          7 0 10 0 8 3
Vardas770           Pavarde770          7 1 5 1 3 8
Vardas771           Pavarde771          6 8 10 5 9 5
Vardas772           Pavarde772          8 8 10 8 9 9
Vardas773           Pavarde773          2 10 6 1 10 8
Vardas774           Pavarde774          2 1 5 1 2 3
Vardas775           Pavarde775          3 8 8 3 2 7
Vardas776           Pavarde776          10 7 3 7 8 0
Vardas777           Pavarde777          3 6 4 4 9 3
Vardas778           Pavarde778          4 6 9 2 8 6
Vardas779           Pavarde779          10 5 4 5 6 7
Vardas780           Pavarde780          5 10 5 3 3 2
Vardas781           Pavarde781          10 4 0 0 5 3
Vardas782           Pavarde782          2 0 0 5 9 0
Vardas783           Pavarde783          5 1 3 9 3 3
Vardas784           Pavarde784          4 7 10 2 4 8
Vardas785           Pavarde785          4 1 0 1 8 3
Vardas786           Pavarde786          7 7 10 5 6 3
Vardas787           Pavarde787          8 3 2 1 7 6
Vardas788           Pavarde788          10 7 10 8 8 6
Vardas789           Pavarde789          3 5 9 10 5 9
Vardas790           Pavarde790          3 4 5 3 3 2
Vardas791           Pavarde791          4 0 6 6 1 9
Vardas792           Pavarde792          4 7 6 9 7 2
Vardas793           Pavarde793          1 4 7 0 3 1
Vardas794           Pavarde794          10 1 5 4 9 10
Vardas795           Pavarde795          6 1 4 2 5 0
Vardas796           Pavarde796          9 9 2 8 1 9
Vardas797           Pavarde797          5 9 7 7 7 0
Vardas798           Pavarde798          2 3 6 6 5 3
Vardas799           Pavarde799          4 7 1 6 3 0
Vardas800           Pavarde800          9 2 3 5 2 2
Vardas801           Pavarde801          9 1 0 6 1 3
Vardas802           Pavarde802          1 0 6 2 1 3
Vardas803           Pavarde803          1 7 3 4 8 1
Vardas804           Pavarde804          0 2 3 7 1 2
Vardas805           Pavarde805          2 8 7 8 3 1
Vardas806           Pavarde806          1 10 3 7 1 6
Vardas807           Pavarde807          7 10 8 0 8 10
Vardas808           Pavarde808          8 3 3 10 2 3
Vardas809           Pavarde809          6 4 10 7 4 0
Vardas810           Pavarde810          4 4 7 10 5 2
Vardas811           Pavarde811          8 10 1 0 7 5
Vardas812           Pavarde812          3 7 4 9 1 10
Vardas813           Pavarde813          0 2 3 4 2 6
Vardas814           Pavarde814          7 0 8 10 1 2
Vardas815           Pavarde815          9 1 10 5 6 6
Vardas816           Pavarde816          1 2 5 7 9 0
Vardas817           Pavarde817          4 10 8 2 7 4
Vardas818           Pavarde818          10 9 8 1 2 8
Vardas819           Pavarde819          10 1 7 5 5 10
Vardas820           Pavarde820          1 6 3 10 4 0
Vardas821           Pavarde821          5 7 7 10 4 9
Vardas822           Pavarde822          1 8 1 1 3 6
Vardas823           Pavarde823          2 6 3 4 0 0
Vardas824           Pavarde824          0 5 4 0 9 10
Vardas825           Pavarde825          3 6 4 1 5 10
Vardas826           Pavarde826          0 5 7 4 5 6
Vardas827           Pavarde827          0 9 10 1 2 6
Vardas828           Pavarde828          3 7 3 10 8 0
Vardas829           Pavarde829          9 2 8 8 4 7
Vardas830           Pavarde830          5 6 5 2 0 1
Vardas831           Pavarde831          2 9 0 9 9 0
Vardas832           Pavarde832          2 5 9 9 3 9
Vardas833           Pavarde833          9 4 0 2 6 9
Vardas834           Pavarde834          1 1 0 2 3 5
Vardas835           Pavarde835          3 1 2 0 0 9
Vardas836           Pavarde836          6 10 9 1 5 0
Vardas837           Pavarde837          6 1 4 6 7 2
Vardas838           Pavarde838          1 4 4 4 6 1
Vardas839           Pavarde839          10 8 9 6 9 5
Vardas840           Pavarde840          1 6 4 6 9 1
